숙소id,지하철id,도보거리(m)
1164400419901369039,129,283
1164402494958427969,406,682
1164405964932982269,D22,43
1164407117263572352,A34,23
1164565030503502753,M20,434
1162749997324124679,701,451
1162932792731478287,115,227
1162992033058456466,630,203
1163007631764086570,H06,674
1163013224800571269,121,295
1163017253722968270,A18,281
1163066518449751474,G12,1686
1163145870484342215,250,376
1163149524222187021,A50,307
1163166716068854433,118,381
1164566211206487183,M20,576
1164567391190735202,630,375
1164581850521308915,A27,99
1164408917685437258,724,236
1164420087469524250,A34,237
1164421634018072914,D14,75
1164426282310884590,630,156
1164426977543444217,M20,320
1164429303690491159,A46,562
1164429919508290807,A34,130
1164591122843061799,D18,244
1164594968242077315,632,237
1164596839600776831,D15,102
1164607809066730258,D16,481
1164609333463855712,B06,271
1163198691605211545,A21,316
1163348496077881452,N09,563
1163491869958497782,701,3068
1163618939151862558,135,132
1163629234404720926,A28,400
1163671725578277797,B17,391
1163763415369886027,F01,7192
1164612423343111099,230,125
1164613621057835448,L01,355
1164432160635370458,126,115
1164435243049311420,D15,121
1164436377630805405,R16,274
1164438770781164753,229,268
1164439829773373254,R15,90
1164441595020945889,J22,447
1164442394843814685,129,284
1164443892993949162,D16,463
1164446078104777601,111,402
1164615074749935863,634,346
1164621166184890014,E01,155
1164623923675508142,A27,280
1164625573454277877,A28,463
1163848611106950273,635,329
1163849852039919287,D17,315
1163851951779803258,D16,256
1163852990365613427,R14,202
1163854338221462711,D14,165
1163864921183799771,R15,37
1163866051735058324,139,373
1163867106425109437,139,164
1163869754884823105,A27,141
1164631311126145444,A27,292
1164633949667681538,A28,205
1164635362983056426,D16,430
1164448457121007291,D17,428
1164448591732716671,901,413
1164449999292004260,A27,512
1164454452247459417,726,698
1164456848931444482,724,270
1164459563387039342,R14,174
1164460846044231027,R14,146
1164462357502102946,R15,121
1164463658104314696,F12,152
1164466950268464990,139,402
1164636954736202013,723,245
1164638164170221263,230,528
1164639045565578238,230,218
1164641596674247169,726,331
1164645610394278309,D16,474
1164647752160153661,A28,428
1164648836632978502,D17,206
1164650096614641823,A28,418
1163871326842309086,R14,79
1163877488114193371,137,217
1163878553682176270,R23,22
1163880842243234257,626,213
1163884331652036646,R18,126
1163889878899595090,A28,104
1163891539133256672,125,24
1163893965829369986,129,68
1163898717571709199,B10,213
1164651651997291322,A28,337
1164468044516579619,639,70
1164468732287877882,M19,250
1164470878211338842,724,521
1164472047194496194,A25,181
1164473709410069733,128,375
1164476491804114417,M19,134
1164478436486761196,636,337
1164479582203629530,418,96
1164485647522117780,633,311
1164658730498689648,D15,291
1164662573746157172,R27,28
1164667077434327397,901,54
1164668933392585257,A27,320
1164671102859042668,A27,346
1164671590352488149,A53,343
1163907366323294743,R13,161
1163909514395111317,723,411
1163914271974601375,901,168
1163915012094708135,901,174
1163915727550134213,901,200
1164312536849580406,631,466
1164313888143890715,230,151
1164315498503909485,123,342
1164316660371174759,R15,249
1164318023536072708,R13,305
1164672747887834267,R15,153
1164675356640434495,A28,168
1164486843668737649,A33,304
1164488054119583191,125,340
1164489212500246146,229,278
1164490127575723417,R15,299
1164493728333417946,E01,114
1164495582863458314,126,140
1164496132693263438,J22,480
1164496693303184208,R15,240
1164499581337342828,725,204
1164680484815098301,R22,115
1164684360365826817,F11,165
1164686900593500041,726,393
1164324248101922983,631,392
1164326424743724303,631,537
1164331265986209961,R15,117
1164333561779529154,A28,203
1164334861926688548,R18,108
1164336464839749747,902,227
1164338948809180401,R22,268
1164340790960822565,632,217
1164688982496495725,128,149
1164691637811695160,128,304
1164693843405529682,R14,184
1164702375199891120,138,745
1164704093733848793,631,420
1164705795990206436,138,186
1164708161090667537,A25,319
1164342105088851553,R14,106
1164345854967472625,902,111
1164347072320353656,633,125
1164356214913931968,D17,85
1164358724133820196,136,269
1164360283856578643,137,102
1164363487343155909,R27,176
1164364891023907873,633,221
1164370981106639916,A33,60
1164501164488348129,D14,229
1164502437381406896,R14,79
1164504163027712009,125,236
1164508379062773033,A49,578
1164509693060171876,R18,241
1164511609579463922,R16,220
1164512721184646213,B08,241
1164516777855303109,633,403
1164517927085105862,B10,302
1164522261272081050,R18,81
1164710740179782741,126,57
1164720768101407044,D14,140
1164725978874743894,F01,7382
1164830197529690298,R05,399
1165058914827056544,134,90
1164374500997372987,138,237
1164378806401918488,902,201
1164382457357632571,637,201
1164385251123133334,A25,185
1164386880933154282,F11,772
1164388234184134361,229,163
1167141886292193505,724,440
1167214519855150680,J23,523
1165148742023905837,406,647
1164523553867005327,R18,143
1164526551554310303,713,292
1164527054552478855,630,358
1164528276112339556,A27,227
1164529533784253797,A25,948
1164530617421203682,L03,133
1164532995322272238,D17,316
1164534747213002769,A28,695
1164535892671633869,130,147
1164539918808781057,R18,147
1165908700741086605,L06,664
1165965036051271935,R17,185
1165973337523216360,137,27
1166030843706237712,R29,94
1164540924229901578,631,226
1164541980838486766,901,142
1164543066659989998,D15,220
1164545933468216311,M18,78
1164547839140975154,F14,277
1164549583523150661,135,482
1164552086771109269,A25,264
1164553675998388792,230,344
1164562487359649155,122,262
1170607520338340546,F01,3500
1167230963185461637,J22,466
1167240334295469098,Q03,459
1167269819629271408,632,421
1167302392870990995,123,291
1167308666261923584,F01,4319
1167315125357515033,723,358
1167325491094087654,A27,886
1167373933181365264,D39,1167
1167434359005498700,114,291
1166041689726365134,708,290
1166084149211199170,J28,751
1166090512207969562,A47,218
1166118086665626216,121,383
1166236579959792387,G12,494
1166331208055704470,A48,311
1167497202429395190,724,442
1167557595302835607,A27,352
1167604944642105182,726,831
1167617970736141643,134,198
1167693321211855020,J14,625
1167837313703493463,R08,204
1167875540709032206,Q03,513
1170616948195206910,M11,1258
1170670494932737213,247,657
1170920508595976697,R14,299
1170967759871837750,A27,400
1170996373078796198,J31,842
1166464491625283879,L20,885
1166473177332534269,L20,622
1166487900438773424,D14,116
1166488176169276230,D14,116
1166492436356509163,M19,356
1166492712162142489,M18,267
1166594130384064621,A30,511
1171012769356179541,M20,575
1171048735255126040,252,1324
1171092946447246095,250,1479
1171095609819278085,S25,1343
1171128417170687013,S25,1367
1171165805793847671,J22,438
1171189068797057776,633,220
1171302136820753355,F22,1576
1171648490889909084,229,168
1166668321004872851,627,311
1167975742517801891,R45,338
1167995766552835416,L24,303
1168007906284515694,M06,896
1168091987963126455,A47,528
1168168558442207918,L01,81
1168168738463898991,L01,81
1168168742111738570,L01,81
1168168869176627884,L01,81
1166708562651517657,F01,4498
1166742135280652647,R11,642
1166840541946090385,G10,1301
1166910890725314826,L28,1816
1166985304842363938,A50,395
1168169359485094237,L06,511
1168169423572347613,L06,511
1168300598293521788,713,349
1168612036616137137,F21,293
1168686341536062275,L06,715
1168703023053244573,L06,1090
1168706691983071846,L06,805
1168752743571994035,902,259
1171688712626235580,D39,1105
1171784193331667071,250,405
1171818396809847785,635,265
1171872299435239706,224,83
1171874826602261912,Q05,380
1171907062596212569,F05,1519
1171933170660463825,L16,439
1172038457820533616,213,575
1172052370876056188,213,526
1172258953400590172,726,752
1175891485820742890,R31,301
1175917377217904984,L06,936
1176109588788492097,126,98
1168899697914029586,624,62
1168901498789615100,L29,923
1168902661787805861,624,262
1168969419634851242,H06,829
1169101124186546477,701,1001
1169532841098522211,A50,169
1169629540857873226,L10,476
1176125517996489308,724,383
1176130241982516230,A32,396
1172259302904879588,726,752
1172273243555039630,L20,631
1172294590570526294,D26,742
1172359677808550406,R34,162
1172390447761210181,213,704
1172445787241483731,A06,539
1172462116711578594,A46,562
1172482872067209423,632,121
1176131434996346036,L02,128
1176132135273775248,D17,307
1176133169924674209,129,245
1169664704428291999,J28,268
1169852638825824951,124,1099
1169858168835395933,630,395
1170182963226148070,A27,365
1170230963118362705,Q03,539
1170255004454854248,137,245
1170322411304044778,634,88
1170382047568453944,123,315
1176163500569034058,501,1059
1176170832470740249,257,593
1176179381586469189,501,1440
1172519997987945317,G33,461
1172529886815492541,G33,539
1172532404226920761,G33,487
1172604671884928390,M12,642
1172630145811618462,A16,207
1172650352166849497,J28,235
1176243945930185898,501,1222
1176333848981317789,Q04,509
1176638362163293425,M12,321
1170382232743463314,123,299
1170382464922375519,123,269
1170428810365985606,R45,323
1170434064487997413,M10,317
1170435457640013444,701,2069
1170435534385420529,R45,323
1170440093103733601,R45,323
1170446381119755665,R45,323
1176683033732747760,M12,361
1176740268467522249,723,463
1176741119044320976,L11,118
1172674114375162597,F22,1933
1172960017227697691,R18,303
1173103794217373729,R45,323
1173108387029964187,G22,219
1173155686408356519,R45,323
1176742148306400947,622,844
1170447796069675601,R45,323
1170449637391846183,R45,323
1170451381770726306,R45,323
1170453307286952641,R45,323
1170458830141183381,R45,323
1170461052236041690,R45,323
1176750384195541501,701,839
1176754800801853827,633,418
1176754942449540329,633,95
1176757546948053973,R18,284
1176757652865351125,R18,333
1176759865231956032,633,104
1176759873820689193,633,358
1176767328774849157,901,275
1173178020006389735,R45,323
1173184225634950250,R45,323
1173206196468921603,603,942
1173233962500563626,R45,323
1173237288996322274,R45,323
1173239609371845295,R45,323
1173311301512116540,A47,522
1173383689278589943,Q05,532
1173460101239720433,H12,835
1173497139301669046,A46,554
1176767474837148726,901,275
1170462643049849090,R45,323
1170464440178951116,R45,323
1170560542670562358,F11,553
1177520082587526383,R45,323
1177521100394928099,B10,69
1177525113594178910,902,174
1177528855666992778,632,400
1177531789521067331,R18,185
1177545792823749179,A27,378
1177545900726840573,A28,560
1176791392931671935,L06,450
1176804219528001761,M06,83
1176808518687530565,M06,133
1176809653170272871,L17,386
1176810507885060753,L17,359
1176814766851875719,M06,215
1176845338133841711,505,529
1173823529622100600,A27,378
1173927882151572672,Q05,695
1174195807248067873,113,542
1174211243885753861,M14,273
1174252633024473480,A05,279
1174564154769071761,224,38
1174664876231706501,134,479
1174665140305981711,A53,409
1174667263549170049,D29,416
1174718247251405899,L14,211
1174723353117494997,402,400
1176853764246777285,S04,547
1177546147205287242,A27,586
1177567784657027719,230,305
1177570343471580040,725,233
1177571866340049678,F24,545
1177572288353147259,221,212
1177572288411761056,221,212
1177575235184236637,D16,229
1177577518403761449,B10,185
1177578101781081471,M19,156
1177580233239222771,D15,258
1176898163498109788,Q04,816
1176901814870516575,A28,421
1176907881225088150,G32,446
1176914325857764724,G32,257
1176918102119796554,G32,566
1176922294793822825,G32,360
1176923380417917170,G32,360
1174826843393810403,G05,2464
1174943992395900711,622,981
1174964254378036352,F16,248
1175393719848631498,721,711
1181933203630652428,618,258
1176936179607448594,M12,121
1176949977746491520,A49,538
1177588064060087641,D22,248
1177591637239485793,224,202
1177606089286884104,D19,153
1177676646194169912,G10,1767
1177889307568532709,701,2839
1178154547956921938,L08,473
1178171946295620150,R18,278
1178253752425538458,602,4118
1178254959604207601,G11,770
1178295540109394293,724,341
1177327595254297656,R45,323
1177359119693006427,R45,323
1181987846467897806,A27,884
1182028248963470615,A54,607
1182031921680617824,622,186
1182210505899484216,622,47
1182586492072132778,L01,451
1182647495771890748,126,163
1182652033696961033,D17,376
1182655880647889045,A28,704
1182681537144438648,G32,920
1177419977162681836,R45,323
1177433226728660401,R45,323
1178331702133034216,R18,302
1178333093852927243,A15,439
1178334038915821355,M22,215
1178358905663976916,G18,277
1178415715054715654,120,212
1178419798695341401,D15,258
1178421569168776033,M16,386
1178425983423625001,628,408
1177449988217037376,R45,323
1177450613427045889,F20,277
1177452325259429952,R45,323
1182703112092638753,622,395
1182781852786296651,R23,201
1182793483521637790,G33,807
1182830975526020254,A05,600
1182922585884725755,D08,734
1182959878956973304,250,1116
1183112253545124012,708,265
1183141749043589978,G30,101
1183290796056119188,R35,145
1177453509132101787,R45,323
1177454816617609897,R45,323
1178865375768074643,L08,323
1178901341144672363,L05,326
1178927151122557053,618,304
1178933042306831335,230,247
1178940573030278287,618,450
1178989990878285035,M16,775
1177461605461458079,R45,323
1177473168936527770,R45,323
1177476704781804039,R45,323
1177478027022642683,R45,323
1177479084776610930,Q04,502
1183310711479885104,R18,410
1183315589676371755,135,269
1183319735897163640,122,391
1183321390502234381,N10,78
1183368684574476418,D15,389
1183370733179749374,135,399
1183372612053771614,630,338
1183377231211268635,633,249
1183379533723856621,630,219
1183383003000927854,122,312
1177479478277828907,Q04,482
1177479778077102447,R45,323
1179020591478413625,D38,1507
1179118942440580801,L02,122
1179574566320269059,L05,326
1179739442698641990,M10,299
1179802084308327475,A44,646
1180249397571221491,G33,581
1180273104017259823,M12,269
1177481454077077957,R45,323
1177486926345069371,R45,323
1177494948724690298,G33,648
1177495468022051968,R45,323
1177500655441331249,R45,323
1183398239642738842,R23,90
1183404325423019042,A28,511
1183762663726036513,250,1116
1183775642432615818,250,1116
1183845092476337761,250,1116
1183857113573988855,250,1116
1184015420727050313,M18,194
1184015830488997500,M18,194
1180992438919861080,632,121
1181127097467285907,L08,601
1181127097582334636,L08,601
1181127191887492795,L08,601
1177504045631878580,R45,323
1177505327183162711,R45,323
1177516630169566287,R45,323
1177518149924973740,R23,96
1186229966064384156,D16,316
1186233886414085869,124,927
1186244059405953744,F16,419
1184039275691644753,R18,48
1184046565495262732,D16,391
1184059411658290965,129,335
1184065583313071236,F12,335
1184068565040974034,D19,301
1184070598813464152,R35,378
1184122380407824450,A42,296
1184148860887704578,115,939
1184156894635177297,301,477
1186246679940530875,723,319
1181138848303115257,L11,707
1181158581346560734,250,443
1181162507748278407,251,913
1181193436897014238,B10,87
1181206568781962298,L06,468
1181208177611881907,250,443
1181229422097746099,A16,299
1181265124323821772,M13,494
1186253206194178259,D18,118
1186267082991370791,D32,881
1186283652746445708,229,267
1186285429282188251,901,446
1186289505460428535,D15,154
1186291510965460221,D17,58
1186294785158223953,723,560
1184370244265419637,G06,1086
1184612752558618970,M19,255
1184614275534021178,901,335
1184617429166668452,F11,250
1184628514222287717,139,165
1184629864936417769,127,46
1184632004227393091,134,232
1184850726195119439,M12,585
1184916440282229935,D15,164
1186304102999419420,F21,590
1186381663958729439,L10,590
1186411363056506266,G26,516
1181270784355831217,135,239
1181271508575452183,M13,481
1181272879540445351,L13,322
1181305119926100979,L10,581
1181361798958547584,R28,584
1181394579984036414,221,517
1181553817145803852,M18,840
1181718274221782761,L06,414
1181822862889162890,632,409
1186490519371878480,A46,781
1186805962669590822,L29,860
1186894907130370127,127,42
1186895527783667273,Q04,210
1186897872833466048,R17,176
1186903416017684192,A28,230
1181829235133550373,J30,238
1189621467718975021,723,58
1189624020069286881,122,196
1189624444619088028,D22,391
1189624960113136394,111,222
1189626679659488681,F16,347
1189627104072017157,633,264
1189627566958098297,629,218
1189748843602025370,S03,386
1189811230878500547,A28,652
1184929008625749143,M18,336
1184991550363914891,301,701
1185101406435194073,503,1504
1185149496223072244,R08,477
1185156531210050829,R44,914
1185298315132795997,R14,331
1185302319609046378,129,264
1185304139295085475,A27,349
1185305951832532661,A28,239
1185401055995420199,707,1473
1186917190724228634,F12,409
1186920458341667614,D14,216
1186923187535506741,B10,96
1186926990527101195,B10,159
1186928155424479590,F35,278
1186956319722004438,142,51
1189811724962540290,129,228
1189812606516620646,139,89
1189813049510553866,R18,414
1189815988494380034,129,35
1189820404103982633,M09,553
1189826259396155402,D17,87
1189826674664169656,A22,42
1189827119365775359,A28,405
1189832856499476492,A30,72
1186965891928429911,D14,80
1186971337208734740,F02,461
1185470040103298988,S24,1671
1185607961337001665,D29,761
1185632698494973707,709,228
1185648435788792404,A47,654
1185848618818015934,A24,136
1186177119755365263,257,506
1186184887466565409,A09,326
1186206258613223390,L05,770
1186211307589561873,124,165
1186974941555002497,F11,246
1186980205962754045,A28,451
1186983929679899033,632,294
1186988763745622430,R18,219
1189833293292607643,D22,450
1189834379096940447,634,334
1189840575806259668,R17,250
1189845545039028083,129,306
1189847458496192396,D15,217
1189847911780845818,D18,66
1189866576794192982,120,53
1189890756474213661,902,369
1189891638501593308,230,251
1186996024281690777,D17,192
1187010760511968299,F11,95
1186221745572681061,229,395
1186225358759444675,A28,94
1186229473688871585,F01,3138
1192777768092030914,J13,548
1192828515848213902,134,748
1192899750875253463,A16,366
1192903501898923056,F11,421
1187011379475488112,A27,475
1187189107122379344,701,1179
1187203236481708968,701,1013
1187225034841477822,J23,707
1187229111817119034,249,550
1187403743415458726,A27,564
1189893799929838102,723,352
1189894271487681565,F11,242
1189894711332118415,A27,496
1189895166919687156,126,143
1189901839042752812,225,316
1189902329602432682,128,104
1189941244377806758,F03,693
1189948550106841758,624,111
1189950356716358755,A07,165
1190003667888457875,603,3724
1190027079723501790,A09,322
1187611508857108659,624,542
1192992425961186498,A28,246
1193005542763264121,A28,246
1193016130087171760,A31,155
1193068036013405081,G12,932
1193165462139630650,L12,324
1193185407305022023,A54,915
1193422349521127527,622,666
1193544361676194650,A28,594
1193615199080005457,J13,594
1193625058642108187,J13,461
1193643218257629313,J13,543
1187612697684877091,230,389
1187614420725323124,M18,158
1187671575907468905,F12,549
1193646665023875066,R31,475
1194220430573770348,J23,203
1187735121834143847,A12,551
1190049216981114547,622,512
1190239794540320139,A50,265
1190409231701709002,D15,114
1190411185465042007,726,642
1190411624778066464,B10,306
1190414718192430421,137,157
1190415199001853873,135,87
1190415652281018854,639,86
1190417717213226689,229,451
1190418190586588457,723,633
1190418735130553577,420,232
1187755743089598473,213,628
1188015017416675461,L29,1404
1188152660591876033,726,752
1188328691952819508,A49,716
1194298359415348242,A45,244
1194365050158760459,H11,950
1194458269999890435,H12,317
1194923183975939127,L02,99
1194952629145660267,120,376
1195127532287767150,A44,543
1195183575688322184,416,678
1188371603911979496,D15,306
1188372056540438124,Q03,513
1188374111579094447,120,103
1188378599808665872,726,752
1190720365754919235,F01,4773
1190765411679424297,F02,787
1190846125102630968,723,615
1191200874104195163,R21,482
1191240975339905970,137,114
1191242249658906801,R19,238
1191250949783508128,D16,309
1191251742126662583,L01,633
1191261637583240906,L01,425
1188405272107891640,A43,336
1188540254211520980,A52,123
1188610736196457287,F01,6690
1188687698590570988,G36,526
1191265993878404967,S23,127
1191268838016424331,724,442
1191269855152658541,R15,216
1191273268316679015,A25,77
1191277459027740241,F14,74
1191282094787106940,M23,306
1191313973454981443,A52,207
1191355645650409872,A65,504
1188765896977220359,607,2473
1195285672281327232,F01,4243
1195554348855678026,F16,56
1195574533966322186,108,387
1195687502937147063,122,572
1195786673178332789,R01,1196
1195877462949588986,M11,953
1195915665649727141,L13,425
1195933198989558179,622,730
1195987111459548815,S15,1588
1189090141950355435,627,345
1189119030022037306,639,87
1189156163386130941,420,263
1189181159693670770,H11,8035
1189243425411300671,631,288
1189245776466739977,Q04,216
1189268427790672748,139,151
1189281043249431147,F05,938
1189291449899303109,139,146
1196346309498202769,A25,405
1196371809643493350,A09,262
1196497464450421916,R31,124
1196497724931928899,121,306
1196575552910707199,137,289
1196581295094457018,120,334
1196582000611779239,B19,437
1196631230237452581,G26,940
1191369249744555798,A25,969
1191404739326003541,R42,200
1191438920665329397,F01,6089
1191446029077844516,G26,875
1191451705516917532,G28,536
1191497840686809606,M16,624
1192038715281934580,246,650
1192252482358672169,724,341
1192255067147043092,724,341
1192262845661602738,705,214
1189294356665369380,M23,452
1189445665503919899,Q05,52
1189607875105675383,D18,277
1189608306724069531,230,165
1189608984448418768,A27,403
1196675137374418456,701,857
1196970749315364301,638,224
1196971045286992063,F15,62
1196971303099836257,721,494
1196973839793088515,120,103
1204771167699076347,244,226
1205037267836955281,D14,403
1205042267607786934,L15,187
1205048660046515301,J28,424
1205049196183731564,A50,148
1205056344990896189,L15,261
1196974278615670318,630,362
1197041310752427776,714,203
1197069668924931193,111,66
1197074985686013715,A33,192
1197101749992180941,623,207
1197166479464460452,D07,867
1197179275483826957,120,564
1192680944233810638,633,405
1198004382087812087,J31,848
1198100494592953253,249,1336
1198500125276158572,M11,362
1198752324486006811,R01,535
1198811777002173044,724,341
1198827262061105728,J15,477
1198836111913663506,239,229
1205066411396278345,L15,198
1205073442837466959,L15,192
1205140193812403320,216,1065
1205407005547534596,R34,1068
1205444048123935112,A25,928
1199223583280378178,R31,229
1199316153670600111,301,820
1199474355907371585,A65,1576
1199659642466549233,724,341
1199664142068108422,724,341
1199925122294872339,G33,773
1197192193855074712,G26,504
1197202407680659490,F16,453
1197239116836336271,126,149
1197265023578360161,230,94
1197284752024889416,A27,674
1197301200332876597,249,96
1197553209237863604,401,821
1197671862542343289,627,683
1205761267577581112,A18,338
1205846917993439171,J29,285
1205856768223692759,243,385
1205882392275820490,J29,256
1205964796674918300,D19,166
1206087775759046433,D35,391
1197713677525733501,F23,213
1197714063298372139,F15,62
1197752800400457659,A59,560
1197797780686528978,D22,128
1197856347393328934,F22,1598
1197859177973871671,715,222
1206400888255924929,701,3081
1199986812961212112,A44,313
1200041523589313376,252,2294
1200095554682154611,G05,3382
1200238572259388527,H11,7964
1200272569093940741,214,243
1200992643181522271,H03,2425
1201021216831769703,M11,162
1201240426079642960,701,3711
1201356664154626666,F11,420
1201356959261424659,F11,420
1206481896594390866,701,812
1206574535966326192,627,253
1206599900300233850,H03,2425
1206606432001246647,701,864
1206607624557111677,701,816
1206607880457066001,H03,2425
1206638234808543597,227,409
1206646876876751990,133,177
1201396044908809476,D40,1036
1201402452557052662,G26,397
1201430587365403850,633,698
1201494697567501603,M18,477
1201497791734624120,G35,264
1201732576038059006,D39,1451
1201763683180096780,250,313
1201805249658735257,M12,809
1206794730066104766,607,3631
1210072001477754899,S24,7597
1210154367185131474,L29,2087
1210195897677380303,124,809
1210344755949601767,A43,522
1210376505050084910,624,111
1210389969928838331,S24,7652
1210405344971565733,S24,7506
1210411941311186494,A10,239
1210615469034170115,R05,381
1207237382385354348,R04,358
1207253678620673118,230,378
1207287715537380602,J13,467
1201829528892562305,243,273
1202074411142206871,627,379
1202280416181729899,130,214
1207354160354048378,F11,523
1207387145759617094,F11,523
1207455129932342740,A25,286
1207507693046187578,M19,205
1210985381930563242,G18,124
1211051853015973270,F01,4033
1211075863285668785,L29,1806
1211209752256027824,J23,435
1211253830721220762,R42,723
1211440603017197851,M12,259
1211450180362619428,627,379
1211450411456895613,F18,453
1207515697807688165,M19,185
1207519278056487318,A50,332
1207548217188818523,F15,209
1207585830368402592,110,479
1211527213766088409,F11,513
1211539828374899678,L06,692
1207806421010100811,R18,302
1207853186170107041,B19,876
1202281667370725866,130,214
1202348834470237181,A47,678
1202485121125019732,708,269
1202758098779011307,A17,291
1202792274113175634,A17,311
1202840148643068975,A46,605
1202855728088668360,A50,399
1202858312395834138,A46,605
1202874477964231897,A12,85
1207860637535148946,G26,579
1207896540094942291,M10,317
1207958356004096911,Q03,277
1207961923628995720,J30,256
1207976838916835904,J30,375
1208036120501815502,A10,224
1208074634862528983,R42,159
1208074934904626929,Q03,497
1202875708853118916,633,570
1202876770330689873,621,761
1202954717657524854,L29,1602
1203013581191133386,225,130
1203101908839088892,B08,156
1203223866662961187,A47,524
1203564246582112713,L05,326
1211608172160011490,J15,784
1211632114992944986,G35,940
1211672157763868406,Q03,503
1211677338133559626,701,1075
1211758820311009120,A27,746
1211771041566767986,250,1397
1208084207760074124,R17,233
1208096226725190104,249,1384
1208097123799971126,125,393
1208099973553742658,M16,963
1208183506604880870,245,330
1208353706940091969,701,3219
1208543720182634795,F05,3828
1208622670943587365,F11,313
1208640642572493071,S04,332
1203607162308243976,J31,602
1203665176351727628,224,336
1203710607479353731,A27,674
1203866180302079266,A47,649
1203920929030589683,D35,95
1203936636043065935,G12,1485
1203960244971828790,M14,387
1204302723720539452,R29,242
1204306234368960777,A07,200
1208666089545224059,F01,3116
1211817562712075496,G16,2408
1212264314233147082,M14,202
1212269139895265215,G32,837
1212276901648969170,M14,167
1212288924457892432,A54,845
1212347649197198907,701,764
1212347883190844815,B08,580
1212360154333639901,123,253
1212435254401889413,D25,363
1208771172890765736,632,411
1208795441380509881,M19,298
1208854716995723501,250,508
1208916458454949106,705,863
1209084126239624286,R06,703
1209393633569416487,R23,71
1204321560216273846,225,283
1204336780713356924,G36,833
1204422788764652410,225,24
1204424191855903551,225,297
1204424467253452631,621,1021
1204425369999207217,225,45
1204609949048309710,714,607
1214351541513386808,L05,326
1214466941250847143,R27,205
1209395778771475659,639,87
1209676112847837893,J29,485
1212477898608171624,F01,5415
1212582611903151441,B08,586
1212624750680299519,F20,504
1212893880121060294,A28,489
1212974872781808273,D27,178
1213027158255885149,A32,177
1213078962610312802,A30,746
1213137843027383282,F11,584
1213210056918462988,245,1748
1213242300952170356,F20,275
1209762126227348383,632,586
1210002564144340543,F01,4153
1210054863016150123,M09,566
1214471070419041932,D15,306
1214478155363843346,635,52
1214478558280402548,635,52
1214478928294155994,635,52
1214479406267736723,635,52
1218841378662582872,A12,478
1218845399095529002,632,465
1214480664229985253,Q04,80
1214486311067293119,626,183
1214486987250117811,626,183
1214487278089765906,120,367
1214491724973053663,Q05,115
1218891471303123283,901,350
1218986470947678882,423,370
1213288727949202646,A47,674
1213301762411378760,A46,490
1213364464605802277,M16,1082
1213384935138284062,A59,1012
1213425687995363001,A59,713
1213610526930326115,R28,167
1213627489640171136,A54,495
1213688904422343086,D22,307
1213689725021251921,D22,223
1219016339909757511,634,614
1219100207830329728,622,138
1219216760016753934,B08,788
1214492079157445918,Q05,115
1214492566511365282,Q05,115
1214492924370864214,Q05,298
1214493375312932244,Q05,115
1214495260309473136,Q05,298
1219585714107198771,G11,1088
1219603028752164840,A27,378
1219610547001943684,A27,450
1219610634967902800,A28,413
1219625120232103133,M11,1190
1213689867762090159,D22,181
1213689943023433475,D22,250
1213722628230527276,A25,310
1213731743454095862,723,1268
1213757375894958330,A42,610
1213762639596599602,R06,429
1213825465241975734,M09,330
1219630411170805300,A43,136
1219646524673933372,123,270
1214597720283848285,120,346
1214609022039143562,132,228
1214636499668232791,Q05,143
1214703376004678973,A57,572
1214733721737055618,D40,770
1215117964253947556,D22,208
1215125404349939405,A47,600
1215192926699068019,A46,959
1215224488371019100,M16,637
1219756010828425878,B10,94
1219761487691460780,S30,577
1219811049883640695,L16,417
1219815548009925852,L16,472
1213830900403046409,111,222
1213853309354315952,M08,442
1213866285243857575,723,332
1213869313778119278,723,491
1213871657453559546,J15,462
1213918539223846664,R01,352
1213938382576828150,J30,522
1213993998633059525,G26,808
1219818636390744151,631,500
1219972839146493519,G10,1298
1220219701909794208,F01,413
1220824017812826327,L05,316
1220949643970349162,G32,666
1215284534623966283,S30,3035
1215413949850091685,G26,798
1215457493984728693,114,416
1215828458765595564,J31,395
1215883954729701156,A45,307
1215930899551057941,M05,2284
1216035212519458837,A15,484
1216120758101271029,L06,844
1221005306336413485,F01,2914
1221075409723204646,R01,1136
1221111591131392265,721,302
1214007448847086508,B10,94
1214181323231993112,M11,144
1225745926945677821,701,2525
1225950099262765039,M08,311
1226035407815319014,J31,740
1226083765946770554,J31,675
1226237301132622479,A63,43
1226370528514229838,251,652
1221121511065735881,M11,1210
1221699855812557434,252,1980
1221732669615197799,221,704
1216186927652289717,F03,2621
1216441085886573375,120,233
1216557850438762479,F23,204
1216589648560398579,630,59
1216589694179074357,630,59
1216590799837992383,630,59
1216590837884600772,630,59
1221844217141658479,243,316
1226416679716855888,707,1813
1226755115355469374,F11,513
1226759364639190356,D17,291
1226759499890819869,D16,317
1226759753772948489,D17,485
1226762740359020857,F11,513
1226780451927503437,B10,96
1226785506608965761,632,410
1222086729226668669,F23,512
1222409533615093591,F14,166
1222473226143955232,A65,308
1222591481786116267,F26,578
1222649687906738325,247,1606
1222662611695705618,L16,335
1222792519379699774,638,45
1223011626105182643,D18,71
1216638378553440827,A54,563
1216800334136638204,139,138
1216854624177570316,L17,331
1216871952367896427,118,352
1216903455474154558,714,729
1217265622240705335,S24,7653
1217279784872684048,J30,260
1217325913584495563,A44,334
1217369903000424628,120,346
1217377258149578928,A28,560
1223036077341645395,627,542
